show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duration_min,primary_country,genres_list,num_genres,year_added,month_added,day_added,text_all
s2417,Movie,The Night Clerk,Michael Cristofer,United States,2020-06-06,2020,R,90 min,"Dramas, Independent Movies",90,United States,"['Dramas', 'Independent Movies']",2,2020,6,6,"The Night Clerk Dramas, Independent Movies United States"
s2419,Movie,Before the Summer Crowds,Mohamed Khan,Egypt,2020-06-05,2016,TV-14,86 min,"Dramas, International Movies",86,Egypt,"['Dramas', 'International Movies']",2,2020,6,5,"Before the Summer Crowds Dramas, International Movies Egypt"
s2420,Movie,Big Stone Gap,Adriana Trigiani,United States,2020-06-05,2014,PG-13,103 min,"Comedies, Romantic Movies",103,United States,"['Comedies', 'Romantic Movies']",2,2020,6,5,"Big Stone Gap Comedies, Romantic Movies United States"
s2421,Movie,Choked: Paisa Bolta Hai,Anurag Kashyap,India,2020-06-05,2020,TV-14,114 min,"Dramas, International Movies",114,India,"['Dramas', 'International Movies']",2,2020,6,5,"Choked: Paisa Bolta Hai Dramas, International Movies India"
s2422,Movie,Merry Men 2: Another Mission,Moses Inwang,Nigeria,2020-06-05,2019,TV-MA,115 min,"Comedies, International Movies",115,Nigeria,"['Comedies', 'International Movies']",2,2020,6,5,"Merry Men 2: Another Mission Comedies, International Movies Nigeria"
s2424,TV Show,Supernatural,Phil Sgriccia,United States,2020-06-05,2019,TV-14,15 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Horror",15,United States,"['Classic & Cult TV', 'TV Action & Adventure', 'TV Horror']",3,2020,6,5,"Supernatural Classic & Cult TV, TV Action & Adventure, TV Horror United States"
s2425,Movie,The Last Days of American Crime,Olivier Megaton,United States,2020-06-05,2020,TV-MA,149 min,"Action & Adventure, Dramas, Independent Movies",149,United States,"['Action & Adventure', 'Dramas', 'Independent Movies']",3,2020,6,5,"The Last Days of American Crime Action & Adventure, Dramas, Independent Movies United States"
s2428,Movie,Hot Sweet Sour,Andaç Haznedaroğlu,Turkey,2020-06-04,2017,TV-14,102 min,"Dramas, International Movies, Romantic Movies",102,Turkey,"['Dramas', 'International Movies', 'Romantic Movies']",3,2020,6,4,"Hot Sweet Sour Dramas, International Movies, Romantic Movies Turkey"
s2429,Movie,Overnight Republic,Murat Kepez,Turkey,2020-06-04,2017,TV-MA,105 min,"Comedies, International Movies",105,Turkey,"['Comedies', 'International Movies']",2,2020,6,4,"Overnight Republic Comedies, International Movies Turkey"
s2430,Movie,Can’t Complain,Ahmed Nader Galal,Egypt,2020-06-03,2007,TV-MA,114 min,"Comedies, International Movies, Romantic Movies",114,Egypt,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,6,3,"Can’t Complain Comedies, International Movies, Romantic Movies Egypt"
s2431,Movie,Lady Bird,Greta Gerwig,United States,2020-06-03,2017,R,94 min,"Comedies, Dramas, Independent Movies",94,United States,"['Comedies', 'Dramas', 'Independent Movies']",3,2020,6,3,"Lady Bird Comedies, Dramas, Independent Movies United States"
s2432,Movie,Spelling the Dream,Sam Rega,United States,2020-06-03,2020,TV-G,83 min,"Children & Family Movies, Documentaries",83,United States,"['Children & Family Movies', 'Documentaries']",2,2020,6,3,"Spelling the Dream Children & Family Movies, Documentaries United States"
s2434,Movie,Andaleeb El Dokki,Wael Ehsan,Egypt,2020-06-02,2008,TV-14,106 min,"Comedies, International Movies",106,Egypt,"['Comedies', 'International Movies']",2,2020,6,2,"Andaleeb El Dokki Comedies, International Movies Egypt"
s2435,Movie,Let's Dance,Inas El-Degheidy,Egypt,2020-06-02,2006,TV-14,116 min,"Comedies, Dramas, International Movies",116,Egypt,"['Comedies', 'Dramas', 'International Movies']",3,2020,6,2,"Let's Dance Comedies, Dramas, International Movies Egypt"
s2438,Movie,My Horrible Grandma,Sameh Abdulaziz,Egypt,2020-06-02,2012,TV-MA,100 min,"Comedies, Dramas, International Movies",100,Egypt,"['Comedies', 'Dramas', 'International Movies']",3,2020,6,2,"My Horrible Grandma Comedies, Dramas, International Movies Egypt"
s2439,Movie,Sorry To Disturb,Khaled Marei,Egypt,2020-06-02,2008,TV-14,116 min,"Dramas, International Movies",116,Egypt,"['Dramas', 'International Movies']",2,2020,6,2,"Sorry To Disturb Dramas, International Movies Egypt"
s2440,Movie,The Student Cop,Wael Ihsan,Egypt,2020-06-02,2004,TV-14,111 min,"Action & Adventure, Comedies, International Movies",111,Egypt,"['Action & Adventure', 'Comedies', 'International Movies']",3,2020,6,2,"The Student Cop Action & Adventure, Comedies, International Movies Egypt"
s2442,Movie,What's Up?,Izidore K. Musallam,Saudi Arabia,2020-06-02,2006,TV-PG,95 min,"Comedies, Dramas, International Movies",95,Saudi Arabia,"['Comedies', 'Dramas', 'International Movies']",3,2020,6,2,"What's Up? Comedies, Dramas, International Movies Saudi Arabia"
s2443,Movie,X Large,Sherif Arafa,Egypt,2020-06-02,2011,TV-14,135 min,"Comedies, International Movies, Romantic Movies",135,Egypt,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,6,2,"X Large Comedies, International Movies, Romantic Movies Egypt"
s2444,Movie,122,Yasir Al Yasiri,Egypt,2020-06-01,2019,TV-MA,95 min,"Horror Movies, International Movies",95,Egypt,"['Horror Movies', 'International Movies']",2,2020,6,1,"122 Horror Movies, International Movies Egypt"
s2437,Movie,Mr. Romantic,Ahmed Al-Badry,Egypt,2020-06-02,2009,TV-14,97 min,"Comedies, International Movies, Romantic Movies",97,Egypt,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,6,2,"Mr. Romantic Comedies, International Movies, Romantic Movies Egypt"
s2446,Movie,Chippa,Safdar Rahman,India,2020-06-01,2020,TV-14,92 min,"Comedies, Dramas, Independent Movies",92,India,"['Comedies', 'Dramas', 'Independent Movies']",3,2020,6,1,"Chippa Comedies, Dramas, Independent Movies India"
s2447,Movie,Cook Off,Tomas Brickhill,Zimbabwe,2020-06-01,2017,TV-G,100 min,"Comedies, International Movies, Romantic Movies",100,Zimbabwe,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,6,1,"Cook Off Comedies, International Movies, Romantic Movies Zimbabwe"
s2449,Movie,Kalek Shanab,Hani Al-Shaibani,United Arab Emirates,2020-06-01,2019,TV-PG,80 min,"Comedies, International Movies",80,United Arab Emirates,"['Comedies', 'International Movies']",2,2020,6,1,"Kalek Shanab Comedies, International Movies United Arab Emirates"
s2452,Movie,Mirai,Mamoru Hosoda,Japan,2020-06-01,2018,PG,98 min,"Action & Adventure, Anime Features, Children & Family Movies",98,Japan,"['Action & Adventure', 'Anime Features', 'Children & Family Movies']",3,2020,6,1,"Mirai Action & Adventure, Anime Features, Children & Family Movies Japan"
s2455,Movie,The Disaster Artist,James Franco,United States,2020-06-01,2017,R,104 min,"Comedies, Dramas",104,United States,"['Comedies', 'Dramas']",2,2020,6,1,"The Disaster Artist Comedies, Dramas United States"
s2448,TV Show,Dear My Friends,Not Given,South Korea,2020-06-01,2016,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",1,South Korea,"['International TV Shows', 'Korean TV Shows', 'TV Dramas']",3,2020,6,1,"Dear My Friends International TV Shows, Korean TV Shows, TV Dramas South Korea"
s2456,Movie,The Stolen,Niall Johnson,United Kingdom,2020-06-01,2016,TV-14,98 min,Dramas,98,United Kingdom,['Dramas'],1,2020,6,1,The Stolen Dramas United Kingdom
s2457,Movie,High Strung Free Dance,Michael Damian,Romania,2020-05-31,2019,TV-14,104 min,"Dramas, Music & Musicals, Romantic Movies",104,Romania,"['Dramas', 'Music & Musicals', 'Romantic Movies']",3,2020,5,31,"High Strung Free Dance Dramas, Music & Musicals, Romantic Movies Romania"
s2458,Movie,Freej Al Taibeen,Ahmed Zain,United Arab Emirates,2020-05-29,2018,TV-PG,99 min,"Comedies, Dramas, International Movies",99,United Arab Emirates,"['Comedies', 'Dramas', 'International Movies']",3,2020,5,29,"Freej Al Taibeen Comedies, Dramas, International Movies United Arab Emirates"
s2459,Movie,Kenny Sebastian: The Most Interesting Person in the Room,Angshuman Ghosh,India,2020-05-29,2020,TV-MA,68 min,Stand-Up Comedy,68,India,['Stand-Up Comedy'],1,2020,5,29,Kenny Sebastian: The Most Interesting Person in the Room Stand-Up Comedy India
s2461,Movie,The Other,Youssef Chahine,Egypt,2020-05-29,1999,TV-MA,106 min,"Dramas, International Movies, Romantic Movies",106,Egypt,"['Dramas', 'International Movies', 'Romantic Movies']",3,2020,5,29,"The Other Dramas, International Movies, Romantic Movies Egypt"
s2464,Movie,Grandmother's Farm,Ahmed Zein,United Arab Emirates,2020-05-28,2014,TV-14,71 min,"Comedies, Horror Movies, International Movies",71,United Arab Emirates,"['Comedies', 'Horror Movies', 'International Movies']",3,2020,5,28,"Grandmother's Farm Comedies, Horror Movies, International Movies United Arab Emirates"
s2465,Movie,Grandmother's Farm Part 2,Ahmed Zein,United Arab Emirates,2020-05-28,2015,TV-14,80 min,"Comedies, Horror Movies, International Movies",80,United Arab Emirates,"['Comedies', 'Horror Movies', 'International Movies']",3,2020,5,28,"Grandmother's Farm Part 2 Comedies, Horror Movies, International Movies United Arab Emirates"
s2466,Movie,Intuition,Alejandro Montiel,Argentina,2020-05-28,2020,TV-MA,116 min,"Dramas, International Movies, Thrillers",116,Argentina,"['Dramas', 'International Movies', 'Thrillers']",3,2020,5,28,"Intuition Dramas, International Movies, Thrillers Argentina"
s2468,Movie,I'm No Longer Here,Fernando Frías de la Parra,Mexico,2020-05-27,2019,TV-MA,112 min,"Dramas, Independent Movies, International Movies",112,Mexico,"['Dramas', 'Independent Movies', 'International Movies']",3,2020,5,27,"I'm No Longer Here Dramas, Independent Movies, International Movies Mexico"
s2469,Movie,Hannah Gadsby: Douglas,Madeleine Parry,Australia,2020-05-26,2020,TV-MA,73 min,Stand-Up Comedy,73,Australia,['Stand-Up Comedy'],1,2020,5,26,Hannah Gadsby: Douglas Stand-Up Comedy Australia
s2470,Movie,Ne Zha,Yu Yang,China,2020-05-25,2019,TV-14,110 min,"Action & Adventure, Comedies, International Movies",110,China,"['Action & Adventure', 'Comedies', 'International Movies']",3,2020,5,25,"Ne Zha Action & Adventure, Comedies, International Movies China"
s2471,TV Show,Supergirl,Jesse Warn,United States,2020-05-25,2019,TV-14,5 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",5,United States,"['TV Action & Adventure', 'TV Sci-Fi & Fantasy']",2,2020,5,25,"Supergirl TV Action & Adventure, TV Sci-Fi & Fantasy United States"
s2472,Movie,Uncut Gems,"Josh Safdie, Benny Safdie",United States,2020-05-25,2019,R,135 min,"Dramas, Thrillers",135,United States,"['Dramas', 'Thrillers']",2,2020,5,25,"Uncut Gems Dramas, Thrillers United States"
s2484,Movie,Fifty Year Old Teenager,Fouad Al Shatti,,2020-05-21,1996,TV-14,204 min,"Comedies, International Movies",204,Unknown,"['Comedies', 'International Movies']",2,2020,5,21,"Fifty Year Old Teenager Comedies, International Movies "
s2475,Movie,One Day We'll Talk About Today,Angga Dwimas Sasongko,Indonesia,2020-05-23,2020,TV-G,128 min,"Dramas, International Movies",128,Indonesia,"['Dramas', 'International Movies']",2,2020,5,23,"One Day We'll Talk About Today Dramas, International Movies Indonesia"
s2476,Movie,Si Doel the Movie 3,Rano Karno,Indonesia,2020-05-23,2020,TV-G,93 min,"Dramas, International Movies, Music & Musicals",93,Indonesia,"['Dramas', 'International Movies', 'Music & Musicals']",3,2020,5,23,"Si Doel the Movie 3 Dramas, International Movies, Music & Musicals Indonesia"
s2485,Movie,Lock Your Girls In,Fouad El-Mohandes,,2020-05-21,1982,TV-PG,233 min,"Comedies, International Movies, Romantic Movies",233,Unknown,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,5,21,"Lock Your Girls In Comedies, International Movies, Romantic Movies "
s2478,Movie,Living in Bondage: Breaking Free,Ramsey Nouah,Nigeria,2020-05-22,2019,TV-MA,149 min,"Horror Movies, International Movies, Thrillers",149,Nigeria,"['Horror Movies', 'International Movies', 'Thrillers']",3,2020,5,22,"Living in Bondage: Breaking Free Horror Movies, International Movies, Thrillers Nigeria"
s2479,Movie,Modest Heroes: Ponoc Short Films Theatre,"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita",Japan,2020-05-22,2018,PG,54 min,"Anime Features, Children & Family Movies",54,Japan,"['Anime Features', 'Children & Family Movies']",2,2020,5,22,"Modest Heroes: Ponoc Short Films Theatre Anime Features, Children & Family Movies Japan"
s2480,Movie,The Lovebirds,Michael Showalter,United States,2020-05-22,2020,R,87 min,"Action & Adventure, Comedies, Romantic Movies",87,United States,"['Action & Adventure', 'Comedies', 'Romantic Movies']",3,2020,5,22,"The Lovebirds Action & Adventure, Comedies, Romantic Movies United States"
s2481,TV Show,Trailer Park Boys: The Animated Series,"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells",Canada,2020-05-22,2020,TV-MA,2 Seasons,TV Comedies,2,Canada,['TV Comedies'],1,2020,5,22,Trailer Park Boys: The Animated Series TV Comedies Canada
s2482,Movie,#FriendButMarried,Rako Prijanto,Indonesia,2020-05-21,2018,TV-G,102 min,"Dramas, International Movies, Romantic Movies",102,Indonesia,"['Dramas', 'International Movies', 'Romantic Movies']",3,2020,5,21,"#FriendButMarried Dramas, International Movies, Romantic Movies Indonesia"
s2483,Movie,Bye Bye London,Almunsif Alsuwaisi,Kuwait,2020-05-21,1981,TV-14,177 min,"Comedies, Dramas, International Movies",177,Kuwait,"['Comedies', 'Dramas', 'International Movies']",3,2020,5,21,"Bye Bye London Comedies, Dramas, International Movies Kuwait"
s2486,Movie,Mujeres arriba,Andrés Feddersen,Chile,2020-05-21,2019,TV-14,98 min,"Comedies, International Movies, Romantic Movies",98,Chile,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,5,21,"Mujeres arriba Comedies, International Movies, Romantic Movies Chile"
s2489,Movie,Raya and Sakina,Hussein Kamal,,2020-05-21,1984,TV-14,230 min,"Comedies, Dramas, International Movies",230,Unknown,"['Comedies', 'Dramas', 'International Movies']",3,2020,5,21,"Raya and Sakina Comedies, Dramas, International Movies "
s2488,Movie,No Longer kids,Samir Al Asfory,Egypt,2020-05-21,1979,TV-14,237 min,"Comedies, Dramas, International Movies",237,Egypt,"['Comedies', 'Dramas', 'International Movies']",3,2020,5,21,"No Longer kids Comedies, Dramas, International Movies Egypt"
s2491,Movie,The Married Couples,Hassan AbdulSalam,Egypt,2020-05-21,1981,TV-14,195 min,"Comedies, International Movies, Romantic Movies",195,Egypt,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,5,21,"The Married Couples Comedies, International Movies, Romantic Movies Egypt"
s2492,Movie,The School of Mischief,Houssam El-Din Mustafa,Egypt,2020-05-21,1973,TV-14,253 min,"Comedies, Dramas, International Movies",253,Egypt,"['Comedies', 'Dramas', 'International Movies']",3,2020,5,21,"The School of Mischief Comedies, Dramas, International Movies Egypt"
s2571,Movie,Lady Driver,Shaun Paul Piccinino,United States,2020-05-02,2019,PG,104 min,"Dramas, Sports Movies",104,United States,"['Dramas', 'Sports Movies']",2,2020,5,2,"Lady Driver Dramas, Sports Movies United States"
s2490,Movie,Sayed the Servant,Hussein Kamal,,2020-05-21,1985,TV-14,173 min,"Comedies, International Movies",173,Unknown,"['Comedies', 'International Movies']",2,2020,5,21,"Sayed the Servant Comedies, International Movies "
s2493,Movie,The Witness Who Didn't See Anything,"Muhammad Fadl, Hany Motawie",Egypt,2020-05-21,1976,TV-PG,157 min,"Comedies, International Movies",157,Egypt,"['Comedies', 'International Movies']",2,2020,5,21,"The Witness Who Didn't See Anything Comedies, International Movies Egypt"
s2494,Movie,Anchor Baby,Lonzo Nzekwe,Canada,2020-05-20,2010,TV-MA,97 min,"Dramas, International Movies",97,Canada,"['Dramas', 'International Movies']",2,2020,5,20,"Anchor Baby Dramas, International Movies Canada"
s2495,Movie,Ben Platt Live from Radio City Music Hall,"Alex Timbers, Sam Wrench",United States,2020-05-20,2020,TV-PG,85 min,Music & Musicals,85,United States,['Music & Musicals'],1,2020,5,20,Ben Platt Live from Radio City Music Hall Music & Musicals United States
s2497,Movie,Honeytrap,Rebecca Johnson,United Kingdom,2020-05-20,2014,TV-MA,94 min,"Dramas, Independent Movies",94,United Kingdom,"['Dramas', 'Independent Movies']",2,2020,5,20,"Honeytrap Dramas, Independent Movies United Kingdom"
s2498,Movie,I Will Follow,Ava DuVernay,United States,2020-05-20,2010,TV-14,80 min,"Dramas, Independent Movies, Romantic Movies",80,United States,"['Dramas', 'Independent Movies', 'Romantic Movies']",3,2020,5,20,"I Will Follow Dramas, Independent Movies, Romantic Movies United States"
s2499,Movie,Mutiny of the Worker Bees,Carlos Morett,Mexico,2020-05-20,2020,TV-MA,94 min,"Comedies, International Movies",94,Mexico,"['Comedies', 'International Movies']",2,2020,5,20,"Mutiny of the Worker Bees Comedies, International Movies Mexico"
s2501,Movie,What Are the Odds?,Megha Ramaswamy,India,2020-05-20,2020,TV-MA,92 min,"Comedies, Dramas, Independent Movies",92,India,"['Comedies', 'Dramas', 'Independent Movies']",3,2020,5,20,"What Are the Odds? Comedies, Dramas, Independent Movies India"
s2502,Movie,Either Me Or My Auntie,Saeed Hamed,Egypt,2020-05-19,2006,TV-PG,105 min,"Comedies, International Movies",105,Egypt,"['Comedies', 'International Movies']",2,2020,5,19,"Either Me Or My Auntie Comedies, International Movies Egypt"
s2503,Movie,Escaping Tel Aviv,Sherif Arafa,Egypt,2020-05-19,2009,TV-14,120 min,"Action & Adventure, International Movies",120,Egypt,"['Action & Adventure', 'International Movies']",2,2020,5,19,"Escaping Tel Aviv Action & Adventure, International Movies Egypt"
s2504,Movie,Game Over,Ahmed Al-Badry,Egypt,2020-05-19,2012,TV-14,96 min,"Comedies, International Movies, Romantic Movies",96,Egypt,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,5,19,"Game Over Comedies, International Movies, Romantic Movies Egypt"
s2505,Movie,Karkar,Ali Ragab,Egypt,2020-05-19,2007,TV-14,107 min,"Comedies, International Movies",107,Egypt,"['Comedies', 'International Movies']",2,2020,5,19,"Karkar Comedies, International Movies Egypt"
s2506,Movie,My Sleeping Lover,Ahmad El-Badri,Egypt,2020-05-19,2008,TV-PG,93 min,"Comedies, International Movies",93,Egypt,"['Comedies', 'International Movies']",2,2020,5,19,"My Sleeping Lover Comedies, International Movies Egypt"
s2507,Movie,Omar & Salma 2,Ahmad El-Badri,Egypt,2020-05-19,2009,TV-14,101 min,"Comedies, International Movies",101,Egypt,"['Comedies', 'International Movies']",2,2020,5,19,"Omar & Salma 2 Comedies, International Movies Egypt"
s2508,TV Show,Patton Oswalt: I Love Everything,Marcus Raboy,United States,2020-05-19,2020,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",1,United States,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']",2,2020,5,19,"Patton Oswalt: I Love Everything Stand-Up Comedy & Talk Shows, TV Comedies United States"
s2510,Movie,Tarek's Situation,Wael Ehsan,Egypt,2020-05-19,2006,TV-14,110 min,"Comedies, International Movies, Romantic Movies",110,Egypt,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,5,19,"Tarek's Situation Comedies, International Movies, Romantic Movies Egypt"
s2511,Movie,The Beach Loafer,Ali Ragab,Egypt,2020-05-19,2004,TV-14,112 min,"Comedies, International Movies",112,Egypt,"['Comedies', 'International Movies']",2,2020,5,19,"The Beach Loafer Comedies, International Movies Egypt"
s2572,Movie,Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,United States,2020-05-02,2013,TV-14,76 min,Stand-Up Comedy,76,United States,['Stand-Up Comedy'],1,2020,5,2,Mike Birbiglia: My Girlfriend's Boyfriend Stand-Up Comedy United States
s2512,Movie,Wadjda,Haifaa Al-Mansour,Saudi Arabia,2020-05-19,2012,PG,93 min,"Dramas, Independent Movies, International Movies",93,Saudi Arabia,"['Dramas', 'Independent Movies', 'International Movies']",3,2020,5,19,"Wadjda Dramas, Independent Movies, International Movies Saudi Arabia"
s2513,Movie,Zaki Chan,Wael Ihsan,Egypt,2020-05-19,2005,TV-PG,109 min,"Comedies, International Movies, Romantic Movies",109,Egypt,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,5,19,"Zaki Chan Comedies, International Movies, Romantic Movies Egypt"
s2514,Movie,Light in the Dark,Ekene Som Mekwunye,Nigeria,2020-05-18,2019,TV-14,105 min,"Dramas, International Movies",105,Nigeria,"['Dramas', 'International Movies']",2,2020,5,18,"Light in the Dark Dramas, International Movies Nigeria"
s2517,Movie,The End,Mohammed Alhmly,Kuwait,2020-05-17,2019,TV-MA,97 min,"Action & Adventure, Comedies, International Movies",97,Kuwait,"['Action & Adventure', 'Comedies', 'International Movies']",3,2020,5,17,"The End Action & Adventure, Comedies, International Movies Kuwait"
s2521,Movie,Heaven Without People,Lucien Bourjeily,Lebanon,2020-05-15,2017,TV-MA,91 min,"Dramas, International Movies",91,Lebanon,"['Dramas', 'International Movies']",2,2020,5,15,"Heaven Without People Dramas, International Movies Lebanon"
s2522,Movie,"I love you, stupid",Laura Mañá,Spain,2020-05-15,2019,TV-MA,88 min,"Comedies, International Movies, Romantic Movies",88,Spain,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,5,15,"I love you, stupid Comedies, International Movies, Romantic Movies Spain"
s2523,TV Show,Inhuman Resources,Ziad Doueiri,France,2020-05-15,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,France,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",3,2020,5,15,"Inhuman Resources Crime TV Shows, International TV Shows, TV Dramas France"
s2528,TV Show,Sleepless Society: Two Pillows & A Lost Soul,Sivaroj Kongsakul,Thailand,2020-05-15,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,Thailand,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",3,2020,5,15,"Sleepless Society: Two Pillows & A Lost Soul Crime TV Shows, International TV Shows, TV Dramas Thailand"
s2536,Movie,Match,Obaid Alhmoudi,,2020-05-14,2017,TV-14,91 min,"Dramas, International Movies",91,Unknown,"['Dramas', 'International Movies']",2,2020,5,14,"Match Dramas, International Movies "
s2532,Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq",Indonesia,2020-05-14,2018,TV-14,109 min,"Dramas, International Movies, Romantic Movies",109,Indonesia,"['Dramas', 'International Movies', 'Romantic Movies']",3,2020,5,14,"Dilan 1990 Dramas, International Movies, Romantic Movies Indonesia"
s2533,Movie,Dilan 1991,"Fajar Bustomi, Pidi Baiq",Indonesia,2020-05-14,2019,TV-14,118 min,"Dramas, International Movies, Romantic Movies",118,Indonesia,"['Dramas', 'International Movies', 'Romantic Movies']",3,2020,5,14,"Dilan 1991 Dramas, International Movies, Romantic Movies Indonesia"
s2534,Movie,Fan of Amoory,Salmeen AlMurry Amer,United Arab Emirates,2020-05-14,2018,TV-G,109 min,"Children & Family Movies, Dramas, International Movies",109,United Arab Emirates,"['Children & Family Movies', 'Dramas', 'International Movies']",3,2020,5,14,"Fan of Amoory Children & Family Movies, Dramas, International Movies United Arab Emirates"
s2535,Movie,Malang,Mohit Suri,India,2020-05-14,2020,TV-MA,131 min,"Action & Adventure, International Movies, Romantic Movies",131,India,"['Action & Adventure', 'International Movies', 'Romantic Movies']",3,2020,5,14,"Malang Action & Adventure, International Movies, Romantic Movies India"
s2537,Movie,Rencor tatuado,Julián Hernández,Mexico,2020-05-14,2018,TV-MA,152 min,"Dramas, Independent Movies, International Movies",152,Mexico,"['Dramas', 'Independent Movies', 'International Movies']",3,2020,5,14,"Rencor tatuado Dramas, Independent Movies, International Movies Mexico"
s2538,Movie,The Delivery Boy,Adekunle Nodash Adejuyigbe,Nigeria,2020-05-14,2018,TV-14,67 min,"International Movies, Thrillers",67,Nigeria,"['International Movies', 'Thrillers']",2,2020,5,14,"The Delivery Boy International Movies, Thrillers Nigeria"
s2539,Movie,Wedy Atkalam,Sadeq Behbehani,Kuwait,2020-05-14,2018,TV-PG,72 min,"Comedies, Dramas, International Movies",72,Kuwait,"['Comedies', 'Dramas', 'International Movies']",3,2020,5,14,"Wedy Atkalam Comedies, Dramas, International Movies Kuwait"
s2540,Movie,Fire in the Blood,Dylan Mohan Gray,India,2020-05-13,2012,TV-14,83 min,"Documentaries, International Movies",83,India,"['Documentaries', 'International Movies']",2,2020,5,13,"Fire in the Blood Documentaries, International Movies India"
s2541,Movie,The Wrong Missy,Tyler Spindel,United States,2020-05-13,2020,TV-MA,90 min,"Comedies, Romantic Movies",90,United States,"['Comedies', 'Romantic Movies']",2,2020,5,13,"The Wrong Missy Comedies, Romantic Movies United States"
s2542,Movie,Ali & Alia,Hussein El Ansary,United Arab Emirates,2020-05-12,2019,TV-14,106 min,"Dramas, International Movies, Romantic Movies",106,United Arab Emirates,"['Dramas', 'International Movies', 'Romantic Movies']",3,2020,5,12,"Ali & Alia Dramas, International Movies, Romantic Movies United Arab Emirates"
s2544,Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Claire Scanlon,United States,2020-05-12,2020,TV-14,190 min,Comedies,190,United States,['Comedies'],1,2020,5,12,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend Comedies United States
s2545,Movie,Action Replayy,Vipul Amrutlal Shah,India,2020-05-11,2010,TV-PG,129 min,"Children & Family Movies, Comedies, International Movies",129,India,"['Children & Family Movies', 'Comedies', 'International Movies']",3,2020,5,11,"Action Replayy Children & Family Movies, Comedies, International Movies India"
s2546,Movie,Andaz Apna Apna,Rajkumar Santoshi,India,2020-05-11,1994,TV-14,160 min,"Action & Adventure, Comedies, Cult Movies",160,India,"['Action & Adventure', 'Comedies', 'Cult Movies']",3,2020,5,11,"Andaz Apna Apna Action & Adventure, Comedies, Cult Movies India"
s2548,Movie,Have a Good Trip: Adventures in Psychedelics,Donick Cary,United States,2020-05-11,2020,TV-MA,86 min,Documentaries,86,United States,['Documentaries'],1,2020,5,11,Have a Good Trip: Adventures in Psychedelics Documentaries United States
s2550,Movie,John Henry,Will Forbes,United States,2020-05-09,2020,R,92 min,"Dramas, Thrillers",92,United States,"['Dramas', 'Thrillers']",2,2020,5,9,"John Henry Dramas, Thrillers United States"
s2549,TV Show,Trial By Media,Not Given,United States,2020-05-11,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",1,United States,"['Crime TV Shows', 'Docuseries']",2,2020,5,11,"Trial By Media Crime TV Shows, Docuseries United States"
s2551,Movie,18 Presents,Francesco Amato,Italy,2020-05-08,2020,TV-MA,114 min,"Dramas, Independent Movies, International Movies",114,Italy,"['Dramas', 'Independent Movies', 'International Movies']",3,2020,5,8,"18 Presents Dramas, Independent Movies, International Movies Italy"
s2561,Movie,"Sí, Mi Amor",Pedro Flores Maldonado,,2020-05-06,2020,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",107,Unknown,"['Comedies', 'International Movies', 'Romantic Movies']",3,2020,5,6,"Sí, Mi Amor Comedies, International Movies, Romantic Movies "
s2554,TV Show,The Eddy,"Damien Chazelle, Houda Benyamina, Laïla Marrakchi, Alan Poul",United Kingdom,2020-05-08,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",1,United Kingdom,"['International TV Shows', 'TV Dramas']",2,2020,5,8,"The Eddy International TV Shows, TV Dramas United Kingdom"
s2556,Movie,Aerials,S.A. Zaidi,United Arab Emirates,2020-05-07,2016,TV-14,90 min,"International Movies, Sci-Fi & Fantasy",90,United Arab Emirates,"['International Movies', 'Sci-Fi & Fantasy']",2,2020,5,7,"Aerials International Movies, Sci-Fi & Fantasy United Arab Emirates"
